"Publication Type","Authors","Book Authors","Group Authors","Book Group Authors","Researcher Ids","ORCIDs","Book Editors","Author - Arabic","Grant Principal Investigator","Grant Co Principal Investigator","Article Title","Article Title - SciELO","Article Title - SciELO","Article Title - Chinese","Article Title - Russian","Patent Number","Patent Assignee","Source Title - Arabic","Source Title","Source Title - Korean","Book Series Title","Book Series Subtitle","Volume","Issue","Special Issue","Meeting Abstract","Start Page","End Page","Article Number","Version","Version History","DOI","Book DOI","License Name","License URI","License Description","Early Access Date","Supplement","Document Type","Publication Date","Publication Year","Abstract","Abstract - Foreign","Abstract - English Transliteration","Abstract - Foreign","Abstract - Korean","Conference Title","Conference Date","Conference Sponsor","Conference Location","Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases","180 Day Usage Count","Since 2013 Usage Count","ISSN","eISSN","ISBN","Grant Number","No of References","Cited References","Language","Advisor","Committee Member","Copyright","Degree Name","Institution Address","Institution","Dissertation and Thesis Subjects","Author Keywords","Indexed Date","UT (Unique ID)","Pubmed Id",""
"J","Figueira, Priscila Virgínia Salles Teixeira; Gusmão, Tânia Cristina Rocha Silva; Freitas, Patrícia Martins de","","","","","","","","","","Effects of the Math Anxiety of Parents and Teachers on Students","Efeito da Ansiedade Matemática de Pais e Professores em Escolares","Efecto de la Ansiedad Matemática de Padres y Profesores en Estudiantes","","","","","","Psico-USF","","","","28","1","","","1","12","","","","10.1590/1413-82712023280101","","","","","","","research-article","2023-03","2023","Abstract The aim of the study was to demonstrate a relationship between the math anxiety (MA) of parents and teachers and the MA of children and the effects on the children’s performance in arithmetic. 286 children aged between 7 and 10 years and their parents and mathematics teachers participated in the study. The instruments used were: Math Anxiety Questionnaire; School Performance Test - Arithmetic subtest; Mathematical Anxiety Scale; and Raven’s Colored Progressive Matrices. The results showed that advanced age of the teacher was a predictor of high levels of MA, which influenced the children’s performance in arithmetic. Low parental education was associated with high MA, however, there were no correlations between parents’ and children’s MA. A significant difference was found between the MA mean scores for girls and boys, with the girls presenting higher levels of MA.","Resumen El objetivo del estudio fue resaltar la relación entre la ansiedad matemática (AM) de padres y docentes con la AM de los niños y su desempeño en aritmética y de los niños. Participaron en el estudio 286 niños entre 7 y 10 años y sus respectivos padres y profesores de matemáticas. Los instrumentos utilizados fueron: Cuestionario de AM; Prueba de Rendimiento Escolar: Subprueba aritmética; Escala de AM; Matrices Progresivas Escala Coloreada de Raven. Los resultados mostraron que la edad avanzada de los docentes es un factor predictivo para altos niveles de AM, lo que influye en el rendimiento de los niños en aritmética. La baja educación de los padres se asocia con un alto AM, pero no se encontraron correlaciones significativas entre AM de padres e hijos. Asimismo, se encontró una diferencia significativa entre las medias de AM de niñas y niños, lo que demuestra que las niñas tienen niveles más altos de AM.","Resumo O objetivo do estudo foi evidenciar a relação entre a ansiedade matemática (AM) dos pais e dos professores com a AM das crianças e o desempenho destas em aritmética. Participaram do estudo 286 crianças com idade entre 7 e 10 anos e seus respectivos pais e professores de matemática. Os instrumentos utilizados foram: Questionário de Ansiedade Matemática, Teste de Desempenho Escolar - Subteste de Aritmética, Escala de Ansiedade Matemática e Matrizes Progressivas Coloridas de Raven. Os resultados mostraram que a idade avançada dos professores é um fator preditor para altos níveis de AM, o que influencia no desempenho das crianças em aritmética. A baixa escolaridade dos pais está associada a alta AM, porém não foram encontradas correlações significativas entre AM de pais e crianças. Também foi encontrada uma diferença significativa entre as médias de AM para o sexo feminino e masculino, evidenciando que meninas possuem maiores níveis de AM.","","","","","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","2023-04-20","SCIELO:S1413-82712023000100001","",""
"J","Quintero, Michaela; Hasty, Leslie; Li, Tianyu; Song, Seowon; Wang, Zhe","","","","","","","","","","A multidimensional examination of math anxiety and engagement on math achievement","","","","","","","","BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY","","","","92","3","","","955","973","e12482","","","10.1111/bjep.12482","","","","","DEC 2021","","Article","SEP 2022","2022","Background Math anxiety (MA) and math achievement are generally negatively associated. Aims This study investigated whether and how classroom engagement behaviors mediate the negative association between MA and math achievement. Sample Data were drawn from an ongoing longitudinal study that examines the roles of affective factors in math learning. Participants consisted of 207 students from 4th through 6th grade (50% female). Methods Math anxiety was measured by self-report using the Mathematics Anxiety Scale for Children (Chiu & Henry, 1990, Measurement and valuation in Counseling and Development, 23, 121). Students self-reported their engagement in math classrooms using a modified version of the Math and Science Engagement Scale (Wang et al., 2016, Learning and Instruction, 43, 16). Math achievement was assessed using the Applied Problem, Calculations, and Number Matrices subtests from the Woodcock-Johnson IV Tests of Achievement (Schrank et al., 2014, Woodcock-Johnson IV Tests of Achievement. Riverside). Mediation analyses were conducted to examine the mediating role of classroom engagement in the association between MA and math achievement. Results Students with higher MA demonstrated less cognitive-behavioral and emotional engagement compared to students with lower MA. Achievement differences among students with various levels of MA were partly accounted for by their cognitive-behavioral engagement in the math classroom. Conclusions Overall, students with high MA exhibit avoidance patterns in everyday learning, which may act as a potential mechanism for explaining why high MA students underperform their low MA peers.","","","","","","","","","34","0","0","0","2","0","45","","","","","","","","","","","","","","","","","","2022-01-01","WOS:000734365900001","34957545",""
"J","Zivkovic, Marija; Pellizzoni, Sandra; Doz, Eleonora; Cuder, Alessandro; Mammarella, Irene; Passolunghi, Maria Chiara","","","","","","","","","","Math self-efficacy or anxiety? The role of emotional and motivational contribution in math performance","","","","","","","","SOCIAL PSYCHOLOGY OF EDUCATION","","","","26","3","","","579","601","","","","10.1007/s11218-023-09760-8","","","","","JAN 2023","","Article","JUN 2023","2023","Various studies have highlighted the important influence of math ability in a numerate society. In this study, we investigated the influence of emotional (math anxiety and math enjoyment) and cognitive-motivational (math self-efficacy) factors on math performance. Participants were 145 fifth-grade students (84 boys and 61 girls). The results showed that math performance was negatively correlated with math anxiety and positively correlated with math enjoyment and math self-efficacy. Moreover, math anxiety was negatively associated with enjoyment in math and math self-efficacy, whereas math enjoyment was positively correlated with math self-efficacy. Hierarchical regression analysis showed a significant influence of math anxiety and math self-efficacy on math performance in fifth-grade students. Results are discussed in terms of a new perspective in emotional and motivational factors to train in school contexts.","","","","","","","","","50","0","0","0","5","1","66","","","","","","","","","","","","","","","","","","2023-02-12","WOS:000919009900001","",""
"J","Orbach, Lars; Fritz, Annemarie","","","","","","","","","","Patterns of Attention and Anxiety in Predicting Arithmetic Fluency among School-Aged Children","","","","","","","","BRAIN SCIENCES","","","","12","3","","","","","376","","","10.3390/brainsci12030376","","","","","","","Article","MAR 2022","2022","Although the interaction between anxiety and attention is considered crucial for learning and performance in mathematics, few studies have examined these cognitive and affective predictors in a single framework or explored the role of sustained attention in promoting children's arithmetic performance, using traditional linear analyses and latent profile analysis (LPA). In this paper, state anxieties (in a math test and in an attention test situation), general anxiety traits, sustained attention (performance-based test and attention deficit/hyperactivity disorder (ADHD) self-ratings) and math achievement of 403 fourth and fifth graders (55.8% girls) were assessed. A negative correlation between state anxiety prior to the math test and arithmetic achievements was identified, even when controlling for other non-math related state anxieties and general anxiety. Sustained attention was a strong predictor of arithmetic achievement and functioned as a moderator in the anxiety-performance link. LPA identified six distinct profiles that revealed a complex relationship with arithmetic fluency. The weakest achievement was found for a specific math anxiety subgroup. The findings highlight the important role of the interaction of anxiety and sustained attention in children's ability to perform math and enable new conclusions about the specific nature of math anxiety. Implications for future research are discussed.","","","","","","","","","10","0","0","0","0","0","12","","","","","","","","","","","","","","","","","","2022-04-08","WOS:000776049500001","35326332",""
"J","Levine, Susan C.; Pantoja, Nancy","","","","","","","","","","Development of children's math attitudes: Gender differences, key socializers, and intervention approaches","","","","","","","","DEVELOPMENTAL REVIEW","","","","62","","","","","","100997","","","10.1016/j.dr.2021.100997","","","","","OCT 2021","","Article","DEC 2021","2021","The relation of various math attitudes to math achievement has been extensively studied in adolescents and adults. Recently, researchers have begun to examine the math attitude-math achievement relation in young children. We review theories and research on four attitudes relevant to early math learning-math anxiety, math self-concept, mindset, and math-gender stereotype. These attitudes emerge and are related to math achievement by early elementary school. Our review suggests that early math achievement plays an important role in the initial development of either positive or negative math attitudes, which in turn, may initiate a vicious or virtuous cycle that can enhance or undermine math learning. Additionally, gender differences in math attitudes (favoring boys) emerge by early to mid-elementary school. An important future direction involves understanding how early attitudes about math relate to each other, and whether certain constellations of attitudes are prevalent. We also consider three types of math attitudes that key socializers-parents and teachers-hold: general (math-gender stereotypes and mindsets), self-relevant (math anxiety), and child-specific (expectations and value of math for their child or student). Our review highlights a link between key socializers' math attitudes and associated behaviors, and their children's math attitudes and math achievement. Based on these findings, we propose the Early Math Achievement-Attitude model (EMAA). An important future direction involves increasing our understanding of how key socializers with different math attitude constellations engage with children around math. Finally, based on our review of these topics as well as intervention studies, we discuss intervention approaches that hold promise for improving young children's math achievement and math attitudes.","","","","","","","","","55","0","0","0","5","0","68","","","","","","","","","","","","","","","","","","2021-12-03","WOS:000723419800002","",""
"J","Cuder, Alessandro; Zivkovic, Marija; Doz, Eleonora; Pellizzoni, Sandra; Passolunghi, Maria Chiara","","","","","","","","","","The relationship between math anxiety and math performance: The moderating role of visuospatial working memory","","","","","","","","JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY","","","","233","","","","","","105688","","","10.1016/j.jecp.2023.105688","","","","","MAY 2023","","Article","SEP 2023","2023","According to the processing efficiency theory (PET), math anxiety would interfere with working memory resources, negatively affect-ing mathematical abilities. To date, few studies have explored how the interaction between math anxiety and working memory would affect different types of math tasks, especially in primary school children. Therefore, the purpose of this study was to explore whether the interplay between math anxiety and working memory would influence performance in numerical operations (i.e., math fluency task) and mathematical reasoning (i.e., math reasoning task) in a group of primary school children (N = 202). Results showed that visuospatial working memory appeared to moderate the relationship between math anxiety and math performance when the math fluency task was considered, indicating that partic-ipants with higher levels of working memory were more negatively affected by math anxiety. No interaction effect was found for the math reasoning task in which students' scores were explained only by visuospatial working memory. The findings suggest that math anxiety and visuospatial working memory interact to influence performance in the math fluency task and that this effect may vary depending on the strategies used to complete the task. On the other hand, results on the math reasoning task showed that visu-ospatial working memory continues to have a positive effect on the math performance independently of math anxiety. The impli-cations in the educational setting are discussed, pointing to the","","","","","","","","","21","0","0","0","3","0","26","","","","","","","","","","","","","","","","","","2023-06-08","WOS:000996265600001","37156081",""
"J","Sanchez-Perez, Noelia; Fuentes, Luis J.; Gonzalez-Salinas, Carmen","","","","","","","","","","The contribution of children's effortful control to math performance is partially mediated by math anxiety","","","","","","","","EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION","","","","39","3","SI","","2655","2679","","","","10.1007/s10212-024-00801-0","","","","","FEB 2024","","Article","SEP 2024","2024","This study aimed to ascertain the contribution of children's effortful control (EC) to math achievement by testing the mediational involvement of math anxiety. Participants were 704 children (367 girls) aged between 7 and 12 years (M = 9.43, SD = 1.23). Children's EC was measured by parent's report, math anxiety was assessed through self-report, whereas math achievement was evaluated by performance on standard math tests. The models tested involved EC higher-order factor or specific EC components (activation control, attentional focusing, and inhibitory control). The results showed that activation control, attentional focusing, and EC higher-order factor contributed to math performance directly and through the mediation of math anxiety. Inhibitory control did not yield a significant effect on math performance. The findings suggest that children with higher dispositional effortful self-regulation tend to experience lower levels of math anxiety, with positive effects on math performance.","","","","","","","","","5","0","0","0","2","0","5","","","","","","","","","","","","","","","","","","2024-03-20","WOS:001164246200003","",""
"J","Turgut, Ilknur Gulsen; Bakir, Nur Sebnem","","","","","","","","","","Different predictors of high school students' mathematics achievement","","","","","","","","PSYCHOLOGY IN THE SCHOOLS","","","","62","2","","","457","474","","","","10.1002/pits.23333","","","","","OCT 2024","","Article","FEB 2025","2025","This study examined the relationships between factors contributing to high school students' mathematics achievement. Three hundred fourteen high school students participated in the study. We collected the data through the Self-Efficacy Scale for Mathematics Literacy, Bidimensional Mathematics Anxiety Scale, Mathematics Self-Efficacy Scale, Attitudes Towards Mathematics Scale Short Form, and mathematics exams. For this purpose, we proposed a theoretical model and tested the assumptions based on the model with path analysis. The results showed a positive and significant relationship between mathematical literacy self-efficacy with mathematics self-efficacy perception and attitudes towards mathematics. In addition, mathematics self-efficacy perception had a positive and significant relationship with attitudes towards mathematics and a negative and significant relationship with mathematics anxiety. Also, attitudes towards mathematics had a positive and significant relationship with mathematics achievement, and mathematics anxiety had a negative and significant relationship with mathematics achievement. For every individual to use mathematics to meet basic life skills, all stakeholders of education, especially teachers, need to understand its importance, resources and how they can empower individuals in this aim. The relationships revealed in this study will serve the development of this understanding.","","","","","","","","","3","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","2024-11-06","WOS:001341809500001","",""
"J","Gashaj, Venera; Thaqi, Qendresa; Mast, Fred W.; Roebers, Claudia M.","","","","","","","","","","Foundations for future math achievement: Early numeracy, home learning environment, and the absence of math anxiety","","","","","","","","TRENDS IN NEUROSCIENCE AND EDUCATION","","","","33","","","","","","100217","","","10.1016/j.tine.2023.100217","","","","","OCT 2023","","Article","DEC 2023","2023","Background: Mathematics achievement is pivotal in shaping children's future prospects. Cognitive skills (numeracy), feelings (anxiety), and the social environment (home learning environment) influence early math development. Method: A longitudinal study involved 85 children (mean age T1 = 6.4 years; T2 = 7.9) to explore these predictors holistically. Data were collected on early numeracy skills, home learning environment, math anxiety, and their impact on various aspects of math. Results: The study found that early numeracy skills, home learning environment, and math anxiety significantly influenced math school achievement. However, they affected written computation, sequences, and comparisons differently. Early numeracy skills strongly predicted overall achievement and comparison subtest performance. Conclusion: These findings underscore the substantial role of math anxiety and home learning environment in children's math achievement. The study emphasizes the need to consider the selective impacts of these factors in future research, shedding light on the multifaceted nature of mathematics achievement determinants.","","","","","","","","","16","0","0","0","0","0","21","","","","","","","","","","","","","","","","","","2023-12-07","WOS:001101690500001","38049291",""
"J","Zivkovic, Marija; Pellizzoni, Sandra; Mammarella, Irene Cristina; Passolunghi, Maria Chiara","","","","","","","","","","Executive functions, math anxiety and math performance in middle school students","","","","","","","","BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY","","","","40","3","","","438","452","","","","10.1111/bjdp.12412","","","","","APR 2022","","Article","SEP 2022","2022","Previous studies mainly investigated working memory (WM) and math anxiety (MA) leaving almost unexplored other aspects of executive functions (EFs) in middle school period. Filling the gap in the literature, the aims of this study were: (1) to better examine the relationship between MA and math performance, (2) to better examine the relationship between EFs and math performance and (3) to investigate the interplay between EFs and MA on math performances. This study confirmed a significant and negative relationship between MA and math performance, indicates a significant and positive relationship between visuospatial WM and math performance, shifting and math performance and highlight a scarcely investigated indirect influence of MA through the measure of shifting on math performance. Our findings shed further light on the mediating role of EFs between MA and math performance and underline some future perspectives.","","","","","","","","","19","0","0","0","2","0","26","","","","","","","","","","","","","","","","","","2022-04-14","WOS:000779656400001","35394078",""
"J","Mohring, Wenke; Moll, Leonie; Szubielska, Magdalena","","","","","","","","","","Mathematics anxiety and math achievement in primary school children: Testing different theoretical accounts","","","","","","","","JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY","","","","247","","","","","","106038","","","10.1016/j.jecp.2024.106038","","","","","AUG 2024","","Article","NOV 2024","2024","Some students suffer from math anxiety and experience negative emotions in mathematics education. Children's math anxiety is negatively related to their math achievement, suggesting that math anxiety puts their math learning at risk. Several theoretical accounts have been proposed that help to explain this association between math anxiety and achievement. In the current study, we aimed to test predictions of two prominent theories, namely the disruption account and the reduced competency account, using a comprehensive and unifying approach. A sample of 6- to 8-yearolds (N = 163) answered a math anxiety questionnaire, solved a spatial task (mental rotation), and solved several arithmetic problems. After each arithmetic problem, they were asked how they solved the problem. Strategies were then classified into counting and higher-level mental strategies (including decomposition and retrieval), with higher-level strategies loading strongly on working memory resources. Analyses revealed a negative, albeit small, association between children's math anxiety and accuracy in solving arithmetic problems. In line with the disruption account, children's frequency of using higher-level mental strategies mediated this relation between math anxiety and arithmetic performance. Moreover, our results support the reduced competency account given that arithmetic performance was related to math anxiety, whereas mental rotation was only indirectly related to math anxiety. Overall, our findings corroborate both accounts, lending further support to the notion that these accounts might not be vmutually exclusive. Our findings imply that interventions might most effective when focusing on emotion regulation strategies and improving mathematical and spatial performance. (c) 2024 The Author(s). Published by Elsevier Inc. This is an open access article under the CC BY-NC license (http://creativecommons. org/licenses/by-nc/4.0/).","","","","","","","","","2","0","0","0","0","0","7","","","","","","","","","","","","","","","","","","2024-08-25","WOS:001295980900001","39137504",""
"J","Szczygiel, Monika; Szucs, Denes; Toffalini, Enrico","","","","","","","","","","Math anxiety and math achievement in primary school children: Longitudinal relationship and predictors","","","","","","","","LEARNING AND INSTRUCTION","","","","92","","","","","","101906","","","10.1016/j.learninstruc.2024.101906","","","","","MAR 2024","","Article","AUG 2024","2024","Background: Math anxiety (MA) and math achievement (MATH) are related, but the direction of their relationship and their predictors are still unclear. Aims: We tested whether MATH predicts MA (Deficit Theory), MA predicts MATH (Debilitating Anxiety Theory), or whether MA and MATH have reciprocal relationships (Reciprocal Theory). Further, we established whether MA at T0, T1, and T2 and MATH at T1 and T2 were predicted by gender, general anxiety, fluid intelligence, verbal and visuospatial working memory, and symbolic and non-symbolic numerical representations tested at T0. Sample: We tested 337 Polish primary school children. Methods: We analyzed longitudinal data at three time points: T0 - the beginning of the first grade, T1 - the end of the first grade, T2 - the end of the second grade. Results: MATH at T1 predicted MA at T2 and MA at T1 predicted MATH at T2 (supporting the Reciprocal Theory). Additionally, MATH at T1 was predicted by fluid intelligence, visuospatial working memory, and symbolic numerical representation; MATH at T2 by fluid intelligence, verbal working memory, and MATH at T1. MA at T0 was predicted by general anxiety and symbolic numerical representation, MA at T1 by MA at T0 and gender, and MA at T2 by MA at T1. Conclusions: The results support the Reciprocal Theory of the MA and MATH relationship. MA is predicted by general anxiety, knowledge of mathematical symbols and gender. MATH is predicted by fluid intelligence, working memory and knowledge of mathematical symbols.","","","","","","","","","24","0","0","0","0","0","31","","","","","","","","","","","","","","","","","","2024-10-24","WOS:001334444600001","",""
"J","Mitchell, Linval; George, Lois","","","","","","","","","","Exploring mathematics anxiety among primary school students: Prevalence, mathematics performance and gender","","","","","","","","INTERNATIONAL ELECTRONIC JOURNAL OF MATHEMATICS EDUCATION","","","","17","3","","","","","em0692","","","10.29333/iejme/12073","","","","","","","Article","AUG 2022","2022","This quantitative, survey research investigated the prevalence of mathematics anxiety among 62 fourth and sixth grade primary level students (aged nine to 12 years). It also explored the correlation between mathematics performance and mathematics anxiety as well as if there was a significant, statistical difference between the mathematics anxiety of males and females. The data relating to mathematics anxiety and mathematics performance were collected using the modified abbreviated math anxiety scale (mAMAS) and a teacher-made mathematics test, respectively. This data was analyzed using descriptive statistics, the Mann Whitney U test and Spearman rank order correlation. The results indicated that the prevalence of mathematics anxiety was high among the sample of grade four students while the prevalence rate was considerably lower among the sample of sixth graders. Small, non-significant positive and negative correlations were recorded between mathematics performance and mathematics anxiety for grade four and six students, respectively. Gender differences relating to mathematics anxiety were also non-significant. In light of these mixed findings practical implications and potential directions for future research are discussed.","","","","","","","","","3","0","0","0","0","0","9","","","","","","","","","","","","","","","","","","2022-07-18","WOS:000821956300008","",""
